	mean	se_mean	sd	X2.5.	X25.	X50.	X75.	X97.5.	n_eff	Rhat
eta_[12]	0.3357963252671	0.00343382083251861	0.221997124486847	-0.0890029731500069	0.182569195081855	0.331949599049979	0.482271693826804	0.78313465232122	4179.64538154613	0.999877010827902
eta_[13]	-0.194088472779336	0.00247073476305345	0.213126019975178	-0.61091583748914	-0.336065567309542	-0.196723157252428	-0.0517292306501688	0.224719509125631	7440.81827531282	0.999990659264558
eta_[14]	-0.456642231545089	0.00208365133300954	0.212422122422073	-0.864269322974717	-0.601953515533412	-0.460158320612144	-0.315111564969108	-0.0373495650683411	10393.2025491324	1.00005778697939
eta_[15]	-0.392020790948822	0.00218852261188801	0.210978683368992	-0.798603133394626	-0.535586554569259	-0.395697108767743	-0.249135941190234	0.0284053532445831	9293.40961047972	1.00016305795678
eta_[16]	0.0238756586573525	0.00284975702076447	0.220753370268262	-0.406673050210849	-0.124929585725401	0.0215102568766008	0.168250043776412	0.465572894357358	6000.66001040088	1.00013632183314
eta_[17]	-0.383039598164869	0.00204332455376202	0.215469122158293	-0.799124157654716	-0.529282553472997	-0.384081475440038	-0.242042117237297	0.0428383033530741	11119.7590577177	0.999988769374315
eta_[18]	-0.51855341129449	0.00208525326277951	0.2154820364718	-0.942553384836646	-0.663979321216559	-0.519832419288939	-0.374356734600647	-0.0922428960475886	10678.3591555912	1.00003873038648
eta_[19]	-0.439722272192132	0.00199323188094992	0.172138903970541	-0.774172785351086	-0.556400210922168	-0.440997045510697	-0.325300818715402	-0.101347757585122	7458.34411402076	0.999939640094966
eta_[20]	-0.324556960633248	0.00218241811571415	0.215259860352454	-0.744624578471009	-0.469674782020209	-0.327289636514307	-0.182206024196108	0.106515730947213	9728.59653028712	0.999951190262206
eta_[21]	-0.549440568719019	0.00207358240361144	0.21106802621698	-0.962074015873294	-0.691448258725578	-0.549876040239092	-0.40812275622768	-0.139368602633844	10361.0149467115	0.999923779384449
eta_[22]	-1.12511988919402	0.00244920648406191	0.221591304191579	-1.58009147941772	-1.26919768846717	-1.11941953136938	-0.971889722311956	-0.704593878793403	8185.67742107592	0.999966504871682
eta_[23]	-0.45438690991073	0.00200644537178588	0.210459239132764	-0.865453506665772	-0.595880873146809	-0.454589090763182	-0.313889182909753	-0.0450428914257493	11002.2450084626	0.999822537562263
eta_[24]	-1.41325150728333	0.00366164773792808	0.246418037555212	-1.93675376233385	-1.57093166768929	-1.39848131048824	-1.24360196499633	-0.962415688267861	4528.89097780217	1.00094308802401
eta_[25]	-0.0209468787682146	0.00265200075481524	0.217038752948897	-0.438810090945556	-0.168065290768912	-0.0235090084418783	0.124575221901861	0.409594485810743	6697.72457040311	1.00022983447574
eta_[26]	-0.869407933281581	0.00195136936787729	0.212719023900231	-1.28885619377832	-1.00971310951456	-0.867720426214943	-0.724265783901827	-0.46068041854558	11883.2079320154	0.999826924163958
eta_[27]	-0.500264019725636	0.00197896197458081	0.215512641016382	-0.92342631511478	-0.642072258318707	-0.501083846257106	-0.359515166591033	-0.0730428205221531	11859.6152342045	0.99993395200121
eta_[28]	-1.61428962446487	0.0039023242854445	0.274015264025353	-2.17208880622888	-1.79889446334152	-1.60151026200358	-1.42017506285759	-1.10781246454632	4930.63436613587	1.00050418198467
eta_[29]	0.155146848774085	0.00317327286217006	0.220465351542447	-0.265266500919963	0.00477967246895734	0.151712402347743	0.302683596285515	0.597783689329859	4826.87280957754	1.00025715335516
eta_[30]	-0.413677425316168	0.0020164463005561	0.209481794675487	-0.825957146501122	-0.554545296846428	-0.415855543476667	-0.273965159924042	-0.00371373054357402	10792.4302374041	1.00023728940792
eta_[31]	-0.786603628952958	0.00189045495936939	0.214307229253813	-1.20311631123919	-0.93367597257029	-0.787017522683785	-0.644309008253726	-0.359038215594999	12851.1198407455	1.00024243740327
eta_[32]	-0.718004572616806	0.00200083297516275	0.211799837114959	-1.13753756745769	-0.85887261993141	-0.717184138149952	-0.577929741186839	-0.300005470719252	11205.456939443	0.999976332495217
eta_[33]	-1.30882697010093	0.00311251862240418	0.238312535989629	-1.80644114965842	-1.46067656706805	-1.30042413089618	-1.14547846198432	-0.872048896434304	5862.32456595788	1.0000461320912
